name,state,postcode,size_kw,accreditation_date,latitude,longitude,aemo_registered,aemo_duid,aemo_registration_type,url
GVWShepparton Aerators South,VIC,3631,252.0,2020-07-17,-36.323965,145.374959,No,,N/A,
GVWShepparton HRAL WMF,VIC,3631,252.0,2020-07-17,-36.323965,145.374959,No,,N/A,
GVWShepparton No5 PS,VIC,3630,165.6,2020-06-23,-36.348109,145.389819,No,,N/A,
GVWShepparton OC,VIC,3630,110.4,2020-05-01,-36.378757,145.423954,No,,N/A,
GVWShepparton WTP,VIC,3630,148.0,2020-06-09,-36.379761,145.428118,No,,N/A,
GVWTatura WMF,VIC,3616,187.2,2020-06-23,-36.445224,145.221716,No,,N/A,
GWKEWDER,VIC,3081,197.6,2019-12-12,-37.729681,145.048145,No,,N/A,
Gympie Road,QLD,4032,200.1,2020-05-06,-27.391777,153.030642,No,,N/A,
Hahndorf Wastewater Treatment Plant Reserve HA5088,SA,5245,256.5,2021-04-23,-35.018056,138.800979,No,,N/A,
Hamilton Solar Farm,QLD,4804,68889.0,2018-07-03,-20.469406,147.726699,Yes,HAMISF1,Semi-Scheduled,
Mandurah Aquatic and Recreation Centre MARC,WA,6210,200.0,2021-02-16,-32.536822,115.737383,No,,N/A,
Haughton Solar Farm,QLD,4809,130745.3,2019-05-28,-19.732108,147.076127,Yes,HAUGHT11,Semi-Scheduled,
Havilah Hostel Inc,VIC,3465,199.6,2020-02-18,-37.038233,143.743558,No,,N/A,
Hay Private Irrigation,NSW,2711,202.2,2019-10-01,-34.491244,144.875043,No,,N/A,
Hay Solar,NSW,2711,392.7,2020-05-21,-34.368968,144.836912,No,,N/A,
Hayman Solar Farm,QLD,4804,60240.0,2018-09-23,-20.511815,147.696982,Yes,HAYMSF1,Semi-Scheduled,
Mitchell Foods Canning Vale,WA,6155,200.0,2014-12-17,-32.071447,115.894196,No,,N/A,
Hedley Beare Centre,ACT,2611,176.0,2015-12-17,-35.349068,149.049174,No,,N/A,
Henkell SF Waurn Ponds,VIC,3216,299.8,2020-09-24,-38.201843,144.311168,No,,N/A,
Harris Street Pyrmont,VIC,3037,199.9,2020-08-05,-37.703076,144.773364,No,,N/A,
Heritage Gardens Bayswater North,VIC,3153,200.0,2020-04-29,-37.832912,145.26595,No,,N/A,
Hermannsburg Sun Farm,NT,0872,192.0,2005-04-30,-23.9073,132.749084,No,,N/A,
Herzogsteel SolarFyshwick,ACT,2609,200.0,2013-09-20,-35.32815,149.17026,No,,N/A,
Hibiscus Shopping Centre,NT,0812,250.0,2016-12-05,-12.377873,130.896365,No,,N/A,
Hickory Structures Laverton North,VIC,3026,201.5,2018-04-11,-37.8456905,144.7702924,No,,N/A,
Hillbrook Sth,QLD,4051,297.6,2020-01-31,-27.416162,152.989529,No,,N/A,
Hills Solar Farm,QLD,4280,251.8,2018-12-18,-27.80946,153.023283,No,,N/A,
Hillsong Church Castle Hill,NSW,2153,594.2,2018-04-27,-33.734332,150.960976,No,,N/A,
Hillsong Church Mt Gravatt,QLD,4122,147.8,2018-03-29,-27.541989,153.079284,No,,N/A,
Hilton Foods,QLD,4110,1648.8,2021-01-18,-27.643827,152.988475,No,,N/A,
HJ Heinz Solar System,NSW,2650,500.2,2018-08-23,-35.07459,147.411309,No,,N/A,
HMGEM Dandenong South Solar,VIC,3175,299.9,2019-03-14,-38.023005,145.217464,No,,N/A,
Nullagine Solar,WA,6758,200.0,2010-10-01,-21.795313,120.11484,No,,N/A,
Hope Island Marketplace,QLD,4212,498.3,2018-12-10,-27.877721,153.363714,No,,N/A,
Hope Valley WTP HOVWTP,SA,5090,1518.0,2019-06-21,-34.842961,138.700419,No,,N/A,
Total Laser Cutting Services,WA,6054,200.0,2020-06-09,-31.905393,115.930747,No,,N/A,
Hornsby Hospital,NSW,2077,865.3,2020-12-15,-33.701267,151.112236,No,,N/A,
Yungngora,WA,6765,200.0,2015-12-17,-18.500488,124.828891,No,,N/A,
Stirling Leisure CentresTerry Tyzack Aquatic CentreInglewood,WA,6052,199.9,2019-12-18,-31.909022,115.86973,No,,N/A,
HS Wetherill Park,NSW,2164,199.5,2018-10-09,-34.57983,138.931888,No,,N/A,
HSV Clayton South,VIC,3169,860.2,2018-10-22,-37.938386,145.125496,No,,N/A,
Hughenden Solar Farm,QLD,4821,20161.7,2018-01-25,-20.848874,144.20227,Yes,HUGSF1,Non-Scheduled,
HunterDouglasLtdRydalmere,NSW,2116,800.4,2019-08-05,-33.810203,151.038078,No,,N/A,
HusseyCo Somerville,VIC,3912,501.4,2019-09-12,-38.224409,145.245298,No,,N/A,
IB McBryde Port Pirie,SA,5540,297.6,2018-09-29,-33.17289,138.008028,No,,N/A,
Icon Water Lower Molonglo,ACT,2615,390.0,2020-02-06,-35.247758,148.971969,No,,N/A,
Icon Water Stromlo,ACT,2611,221.0,2020-02-06,-35.326512,149.000798,No,,N/A,
AWTA Bibra LakeSolar Stage 2,WA,6163,199.7,2017-07-01,-32.100679,115.806455,No,,N/A,
IKEA Canberra,ACT,2609,500.2,2018-04-19,-35.2961215,149.1871059,No,,N/A,
IKEA Logan,QLD,4127,741.0,2015-05-14,-27.637886,153.135638,No,,N/A,
IKEA Marsden Park,NSW,2765,650.0,2015-07-16,-33.718467,150.842885,No,,N/A,
IKEA Marsden Park DC,NSW,2765,384.0,2018-05-29,-33.718783,150.8419877,No,,N/A,
IKEA North Lakes,QLD,4509,502.7,2018-04-11,-27.243512,153.0156054,No,,N/A,
IKEA Rhodes,NSW,2138,429.4,2018-12-04,-33.835915,151.084781,No,,N/A,
IKEA Richmond,VIC,3121,721.0,2015-04-17,-37.812275,145.011173,No,,N/A,
IKEA Springvale,VIC,3171,950.0,2015-04-17,-37.928483,145.143771,No,,N/A,
IKEA Tempe,NSW,2044,990.0,2015-12-08,-33.922708,151.165416,No,,N/A,
Immanuel Lutheran Secondary College,QLD,4556,191.6,2019-09-02,-26.674987,153.081266,No,,N/A,
Impact International Smithfield,NSW,2164,290.1,2018-06-12,-33.8506111,150.9358009,No,,N/A,
Inaburra School,NSW,2234,289.6,2018-10-30,-34.014731,151.026367,No,,N/A,
Ingleburn Stage 1,NSW,2565,356.0,2018-02-08,-34.002301,150.871615,No,,N/A,
Interpack Solar System,VIC,3023,604.8,2018-05-11,-37.7811541,144.780822,No,,N/A,
Investec Elizabeth Street,VIC,3121,162.2,2014-09-04,-37.810784,144.993138,No,,N/A,
ISPT Ashley St Braybrook,VIC,3019,400.6,2019-12-17,-37.793439,144.860567,No,,N/A,
ISPT Avoca Drive Kincumber,NSW,2251,170.2,2019-10-29,-33.466877,151.38279,No,,N/A,
ISPT Baylis St Wagga Wagga,NSW,2650,495.3,2019-12-11,-35.115224,147.371684,No,,N/A,
ISPT Cranbourne Rd Karingal,VIC,3199,793.0,2020-06-17,-38.153254,145.165963,No,,N/A,
ISPT Hibberson St Gungahlin,ACT,2912,299.9,2019-11-28,-35.186438,149.13559,No,,N/A,
ISPT John St Warners Bay,NSW,2282,150.4,2019-10-02,-32.973452,151.646188,No,,N/A,
ISPT March St Richmond,NSW,2753,298.3,2019-12-09,-33.600699,150.752357,No,,N/A,
ISPT Mitchell St Bendigo,VIC,3550,599.9,2019-11-19,-36.765903,144.281051,No,,N/A,
ISPT Sydney Rd Brunswick,VIC,3056,499.6,2019-11-26,-37.775361,144.962134,No,,N/A,
ISPT White Cross Rd Winmalee,NSW,2777,149.2,2020-05-12,-33.67116,150.60799,No,,N/A,
Ivanhoe Grammar Plenty Campus,VIC,3754,244.3,2019-04-29,-37.605759,145.11487,No,,N/A,
Novaplas Group,WA,6155,199.7,2019-10-17,-32.061846,115.900226,No,,N/A,
J NotarasSons,NSW,2460,311.1,2018-10-11,-29.712613,152.947072,No,,N/A,
Jaycar,NSW,2766,799.7,2020-12-03,-33.807538,150.837047,No,,N/A,
Jemalong Solar Project  ,NSW,2871,61437.2,2020-12-07,-33.387492,147.669757,Yes,JEMALNG1,Semi-Scheduled,
Jenkin Bros Bayswater,VIC,3153,200.6,2020-05-06,-37.841434,145.284599,No,,N/A,
Jessica Way Truganina,VIC,3029,365.0,2017-03-16,-37.820612,144.744798,No,,N/A,
Jet Direct Acacia Ridge,QLD,4110,230.1,2019-09-26,-27.584152,153.023544,No,,N/A,
JL KingCo,VIC,3555,150.0,2017-01-18,-36.783736,144.263158,No,,N/A,
Joint Venture Juicing,SA,5254,186.3,2018-02-13,-35.129789,139.124571,No,,N/A,
Joyce Foam Laverton North,VIC,3026,159.9,2019-10-29,-37.81701,144.793445,No,,N/A,
JT JOHNSON,SA,5373,648.6,2020-02-13,-34.346246,138.913849,No,,N/A,
Kadina 1,SA,5554,5860.8,2020-01-23,-34.051462,137.614534,No,,N/A,
Kagome01,VIC,3564,239.6,2019-11-26,-36.146126,144.768095,No,,N/A,
Kaisercraft,VIC,3219,198.7,2018-03-27,-38.184616,144.377636,No,,N/A,
Kalkarindji,NT,0852,403.0,2012-12-12,-16.330946,130.391579,No,,N/A,
Kaltukatjara Solar Power Station,NT,0872,100.2,2018-02-01,-24.081062,132.272639,No,,N/A,
Kamberra Winery,ACT,2602,146.0,2013-06-12,-35.233158,149.14391,No,,N/A,
Kane Road Wodonga,VIC,3690,198.7,2014-10-24,-36.11985,146.904008,No,,N/A,
KANOWNA SOLAR ,NSW,2400,8985.6,2019-08-01,-29.363619,149.700154,No,,N/A,
Karadoc Solar Farm,VIC,3494,112459.0,2018-10-24,-34.414456,142.252354,Yes,KARSF1,Semi-Scheduled,
Karama Shopping Centre,NT,0812,214.9,2016-04-13,-12.400962,130.915752,No,,N/A,
Bestry Power Station,WA,6020,199.5,2018-04-05,-31.8583994,115.8031654,No,,N/A,
Revolution Roofing,WA,6058,199.3,2017-10-05,-34.282493,146.048934,No,,N/A,
Katamatite Solar Project,VIC,3649,8385.1,2020-06-29,-36.044249,145.668444,No,,N/A,
Katherine Solar Power Station,NT,0850,33721.2,2020-12-21,-14.424601,132.225128,No,,N/A,
Kennedy Energy Park,QLD,4821,15000.0,2019-08-16,-20.840242,144.179819,No,,N/A,
Kerr St,VIC,3677,325.2,2016-10-25,-36.362558,146.298735,No,,N/A,
Keysborough South,VIC,3173,241.2,2020-07-23,-38.011664,145.160776,No,,N/A,
Kiamal Solar Farm,VIC,3490,256480.3,2020-09-04,-35.026917,142.299027,Yes,KIAMSF1,Semi-Scheduled,
Kidston Solar Project,QLD,4871,63168.0,2017-12-05,-18.89246,144.140734,Yes,KSP1,Semi-Scheduled,
Kings Canyon,NT,0872,225.1,2005-04-18,-24.337204,131.561185,No,,N/A,
Kingspan Insulation,VIC,3062,754.3,2018-10-11,-37.629024,144.952661,No,,N/A,
Kintore Solar Power Station,NT,0872,226.2,2018-02-01,-23.277996,129.389782,No,,N/A,
Kito PWB,VIC,3083,286.4,2019-11-27,-37.70264,145.072694,No,,N/A,
Knight Court Kyneton,VIC,3444,1491.0,2018-03-01,-37.234488,144.454746,No,,N/A,
Knoll Edinburgh North NMI 545,SA,5113,198.6,2020-06-02,-34.707841,138.656014,No,,N/A,
Knoll Edinburgh North NMI A752,SA,5113,199.5,2020-04-23,-34.707841,138.656014,No,,N/A,
Knox,VIC,3152,631.1,2018-04-18,-37.872074,145.246388,No,,N/A,
Kolbe Catholic College,VIC,3059,180.4,2020-03-23,-37.615163,144.909623,No,,N/A,
KOOWEERUP REGIONAL HEALTH SERVICES,VIC,3981,155.4,2019-07-18,-38.200371,145.484591,No,,N/A,
Ky DPAK,VIC,3620,304.3,2020-05-14,-36.319997,145.054853,No,,N/A,
Kyabram and District Health Services,VIC,3620,199.7,2021-01-27,-36.315553,145.042065,No,,N/A,
Todae SolarLa Trobe University Bendigo ,VIC,3552,349.8,2017-11-15,-36.779344,144.301006,No,,N/A,
La Trobe University Caval,VIC,3083,226.3,2020-08-06,-37.723586,145.055883,No,,N/A,
La Trobe University Main Network,VIC,3083,1647.4,2020-08-06,-37.720182,145.048422,No,,N/A,
La Trobe University Sports Park,VIC,3083,742.4,2020-08-06,-37.7238692,145.042105,No,,N/A,
La Trobe University Wodonga,VIC,3690,324.4,2017-11-15,-36.110926,146.849771,No,,N/A,
Lago Smallgoods,VIC,3047,300.0,2014-09-15,-37.678284,144.940406,No,,N/A,
Lajamanu Solar Power Station,NT,0852,402.9,2018-02-01,-18.326965,130.629726,No,,N/A,
Lajamanu Sun Farm,NT,0852,288.0,2006-04-01,-16.691389,130.248008,No,,N/A,
HD PlasmaLaser Cutting Services,WA,6163,198.9,2019-04-11,-32.104122,115.810493,No,,N/A,
Lake Macquarie Fair Stage 1,NSW,2290,250.8,2019-10-22,-32.984233,151.672975,No,,N/A,
Lake Macquarie Fair Stage 2,NSW,2290,323.2,2020-10-23,-32.9842,151.673,No,,N/A,
Lakeland SolarStorage,QLD,4871,13053.6,2017-11-04,-15.868215,144.861587,No,,N/A,
Lal Lal WTP,VIC,3352,291.1,2020-05-28,-37.671792,144.028506,No,,N/A,
Lamattina,VIC,3549,300.3,2018-09-06,-34.770657,142.665819,No,,N/A,
Laser 3D,SA,5013,175.3,2019-09-23,-34.843481,138.527288,No,,N/A,
LDK Greenway Pty Ltd,ACT,2900,691.5,2020-10-06,-35.41893,149.062985,No,,N/A,
Leeton Solar Farm,NSW,2705,7261.0,2021-05-17,-34.54739251,146.4274626,No,,N/A,
Aegis Aged Care Amberley,WA,6069,198.8,2017-07-28,-31.9901998,115.8568784,No,,N/A,
Lendlease Sunshine Plaza,QLD,4558,1056.9,2019-11-01,-26.65511,153.084371,No,,N/A,
Life CareGaynes Park S2,SA,5070,136.6,2020-10-22,-34.902617,138.633309,No,,N/A,
Lifestyle Working Brookvale,NSW,2100,200.7,2018-10-31,-33.766725,151.262454,No,,N/A,
Lilyvale Solar Farm,QLD,4709,126201.6,2019-02-15,-23.054902,148.393849,Yes,LILYSF1,Semi-Scheduled,
Limondale Solar Farm 1,NSW,2715,306020.5,2019-12-02,-34.775523,143.508091,Yes,LIMOSF11,Semi-Scheduled,
Limondale Sun Farm 2,NSW,2715,42853.0,2019-08-29,-34.775467,143.508068,Yes,LIMOSF21,Semi-scheduled,
Lincoln Plastics Royal Park,SA,5014,151.2,2018-08-23,-34.86604,138.505545,No,,N/A,
Lindt Marsden Park,NSW,2765,354.1,2019-05-16,-33.718185,150.83978,No,,N/A,
Lismore Central Solar,NSW,2480,183.5,2019-02-18,-28.810628,153.276401,No,,N/A,
Lithgow Workies,NSW,2790,206.7,2018-02-12,-33.47834,150.161892,No,,N/A,
Lithocraft Graphics Truganina,VIC,3029,224.4,2019-04-29,-37.819009,144.74856,No,,N/A,
Heritage Care Sydenham,SA,5063,199.9,2016-06-15,-34.957397,138.617709,No,,N/A,
Aegis Aged Care Hermitage,WA,6163,198.8,2017-01-19,-32.2467314,115.8096608,No,,N/A,
Llewellyn Motors,QLD,4304,332.6,2017-10-09,-27.611436,152.798967,No,,N/A,
LMCCWorks Depot Power Station,NSW,2284,156.9,2017-11-30,-32.952377,151.617157,No,,N/A,
C Warradale,NSW,2284,178.8,2015-11-12,-32.960172,151.623601,No,,N/A,
Lockyer Valley CouncilGatton Showgrounds,QLD,4343,200.2,2019-10-09,-27.559494,152.280934,No,,N/A,
Longreach Solar Farm,QLD,4730,17343.7,2018-03-18,-23.443004,144.336996,Yes,LRSF1,Non-Scheduled,
Lynbrook Village,VIC,3975,376.4,2018-10-16,-38.052126,145.256902,No,,N/A,
Lyrebird Village Drouin,VIC,3818,166.4,2019-01-08,-38.13526,145.865306,No,,N/A,
Aegis Aged Care Hilton Park,WA,6167,198.8,2017-06-01,-33.707618,150.750711,No,,N/A,
Aegis Aged Care Orelia,WA,6163,198.8,2017-08-21,-37.718237,145.156427,No,,N/A,
Manildra solar Farm,NSW,2865,55872.0,2018-05-01,-33.1836636,148.6737664,Yes,MANSLR1,Semi-Scheduled,
Maningrida Solar Power Station,NT,0822,1190.1,2018-02-08,-12.063445,134.234286,No,,N/A,
Mannum Solar Farm,SA,5238,6860.7,2019-10-14,-34.920559,139.267502,No,,N/A,
Manor Lakes CLC Solar,VIC,3024,137.5,2016-12-14,-37.87583,144.605066,No,,N/A,
MARABOON TAVERN,QLD,4720,138.0,2019-08-26,-23.516468,148.156837,No,,N/A,
Canning Vale WIS,WA,6155,198.4,2017-09-07,-32.081758,115.91695,No,,N/A,
Unique Power,WA,6065,198.0,2018-10-08,-31.753433,115.8121,No,,N/A,
Marist College Emerald,QLD,4720,299.8,2020-05-15,-23.544038,148.158382,No,,N/A,
Marland Mushrooms,QLD,4207,810.9,2018-06-15,-27.727631,153.255033,No,,N/A,
Maroondah City Council,VIC,3136,231.0,2019-11-20,-37.800831,145.28115,No,,N/A,
Mars Chocolate Australia,VIC,3355,210.0,2014-11-10,-37.537125,143.803846,No,,N/A,
Marshall Pine Products,VIC,3217,150.1,2019-05-10,-38.1984,144.370051,No,,N/A,
Martin Brower Distribution Facility,NSW,2164,777.4,2016-11-11,-33.845073,150.877453,No,,N/A,
Martin St Tatura,VIC,3616,148.0,2018-01-29,-36.446569,145.226504,No,,N/A,
Maryborough District Health Service,VIC,3465,200.6,2019-12-03,-37.04465,143.738455,No,,N/A,
Marymede Catholic College,VIC,3752,269.8,2019-02-13,-37.642692,145.090922,No,,N/A,
Maryrorough Solar Farm,QLD,4356,34547.7,2019-11-26,-27.714504,151.587023,Yes,MARYRSF1,Semi-Scheduled,
Masalki Cool Stores,VIC,3631,500.6,2015-12-16,-36.345235,145.417801,No,,N/A,
Master Benchtops,NSW,2164,286.3,2020-08-06,-33.849207,150.936422,No,,N/A,
Mater Dei School,NSW,2570,152.7,2015-12-08,-34.026272,150.70223,No,,N/A,
Mater Townsville,QLD,4812,452.1,2019-11-29,-19.288992,146.78709,No,,N/A,
Matthew Flinders Anglican College,QLD,4556,298.5,2018-09-26,-26.70002,153.05987,No,,N/A,
Mandurah Baptist College,WA,6180,196.8,2018-11-17,-32.477507,115.760866,No,,N/A,
Maxi Foods Ballarat Solar System,VIC,3350,219.0,2018-05-18,-37.5733169,143.8328865,No,,N/A,
Maxi SUPA IGA Castlemaine Solar System,VIC,3450,238.0,2018-05-18,-37.0659007,144.2194589,No,,N/A,
Mazenod College,VIC,3170,159.8,2015-12-18,-37.91495,145.166473,No,,N/A,
MC Herd Corio Solar,VIC,3214,1356.3,2019-01-08,-38.061824,144.358006,No,,N/A,
McNamee Partners,QLD,4357,259.2,2018-01-12,-27.87933,151.275732,No,,N/A,
Medical Developments,VIC,3179,245.3,2019-07-15,-37.90217,145.220293,No,,N/A,
Geraldton Aquarena,WA,6530,193.1,2020-02-18,-28.769697,114.627253,No,,N/A,
Aegis Aged Care Balmoral,WA,6152,192.9,2017-11-13,-35.058623,147.353706,No,,N/A,http://news.csu.edu.au/latest-news/charles-sturt-university/new-solar-system-for-clean-energy-at-csu
Melbourne Museum,VIC,3053,533.3,2019-04-12,-37.803222,144.971741,No,,N/A,
Melbourne Truss Sumerton,VIC,3062,132.3,2019-03-27,-37.63159,144.95258,No,,N/A,
Meramist Caboolture,QLD,4510,199.6,2019-12-05,-27.067525,152.942988,No,,N/A,
MERBEIN MUSHROOMS PTY LTD Stage 2,VIC,3505,114.9,2019-11-12,-34.21507,142.024384,No,,N/A,
MERBEIN MUSHROOMS PTY LTD Stage 1,VIC,3505,245.3,2019-10-04,-34.21507,142.024384,No,,N/A,
Mercy College Mackay Solar,QLD,4740,380.1,2018-09-27,-21.154606,149.183437,No,,N/A,
North Regional TAFE,WA,6714,192.9,2018-07-30,-20.746354,116.823384,No,,N/A,
Metagenics,QLD,4013,780.0,2020-11-13,-27.396462,153.07691,No,,N/A,
Methodist Ladies College Kew,VIC,3101,219.0,2020-10-20,-37.813786,145.038352,No,,N/A,
Micro Plastics Dandenong South,VIC,3175,249.7,2019-12-10,-38.021236,145.221148,No,,N/A,
Middlemount Solar Farm,QLD,4746,33793.8,2020-07-21,-22.824485,148.717016,Yes,MIDDLSF1,Semi-Scheduled,
Midland Highway Orrvale,VIC,3631,509.0,2017-06-22,-36.40844,145.503486,No,,N/A,
Midwest Foods Dubbo,NSW,2830,199.8,2018-09-07,-32.262978,148.653293,No,,N/A,
Mildura Solar Farm,VIC,3494,999.0,2013-08-05,-34.46332,142.198598,No,,N/A,
Mildura Solar Park 1,VIC,3501,3524.4,2014-04-03,-34.273939,142.078135,No,,N/A,
Milingimbi Solar Power Station,NT,0822,434.9,2018-12-12,-12.104342,134.918489,No,,N/A,
Millner Primary School,NT,0810,100.8,2011-03-17,-12.391734,130.860301,No,,N/A,https://www.hydro.com.au/system/files/documents/Hybrid_off-grid_solutions/HydroTasmania_Hybrid_Off_Grid_Solutions_CaseStudy_RottnestIsland.pdf
Milyakburra Bickerton Island Solar Power Station,NT,0822,102.1,2018-12-13,-13.783249,136.195942,No,,N/A,
St Catherines College Solar,WA,6009,191.4,2019-02-18,-31.974213,115.816773,No,,N/A,
Houghton Wines,WA,6056,190.2,2018-05-31,-31.8543936,115.9975232,No,,N/A,
Minjilang Croker Island Solar Power Station,NT,0822,102.1,2018-12-11,-11.148991,132.578768,No,,N/A,
Minyerri Solar Power Station,NT,0852,281.3,2018-12-04,-15.221159,134.081825,No,,N/A,
664 Collins,VIC,3008,189.2,2018-10-29,-37.818926,144.951815,No,,N/A,
ATP B1,NSW,2015,281.0,2019-11-25,-33.895642,151.195744,No,,N/A,
ATP B2,NSW,2015,378.7,2020-10-21,-33.896434,151.196908,No,,N/A,
Orion,QLD,4300,1008.0,2018-07-26,-27.677084,152.902546,No,,N/A,
Harvey,WA,6220,189.5,2019-11-20,-33.081484,115.917598,No,,N/A,
Mitchell Foods Eastern Creek,NSW,2766,407.0,2018-02-28,-33.807266,150.851212,No,,N/A,
MMS Donvale,VIC,3111,452.2,2018-08-22,-37.792408,145.189661,No,,N/A,
Moama on Murray,NSW,2731,197.1,2018-09-10,-36.124166,144.78196,No,,N/A,
Mobilong Solar Farm,SA,5253,5807.1,2019-07-06,-35.099681,139.276688,No,,N/A,
Moe Wastewater Treatment Plant,VIC,3825,200.4,2021-01-07,-38.158477,146.266713,No,,N/A,
Molong Solar Farm,NSW,2866,39055.6,2020-10-29,-33.09065,148.914959,Yes,MOLNGSF1,Semi-Scheduled,
Molonglo,ACT,2609,272.6,2020-03-11,-35.313388,149.189775,No,,N/A,
Monash University Power Station Caulfield,VIC,3145,255.6,2021-01-22,-37.877615,145.045239,No,,N/A,
Monash University Solar Power Station Clayton,VIC,3168,623.9,2019-06-26,-37.910161,145.135977,No,,N/A,
Moonta WWTP,SA,5558,149.8,2019-03-06,-34.062808,137.578482,No,,N/A,
Moranbah Workers,QLD,4744,213.8,2017-11-22,-22.002757,148.043666,No,,N/A,
Morayfield Health Hub,QLD,4506,403.9,2019-04-24,-27.098116,152.950654,No,,N/A,
Moree Solar Farm,NSW,2400,56000.0,2016-02-22,-29.67284,149.864501,Yes,MOREESF1,Semi-Scheduled,
Moreland Annex Solar,VIC,3058,171.8,2019-04-01,-37.735779,144.965923,No,,N/A,
Mount Majura Solar Farm,ACT,2609,2300.0,2016-09-08,-35.226051,149.199991,No,,N/A,
Mount Sheridan Plaza,QLD,4868,299.5,2017-11-27,-16.989888,145.740392,No,,N/A,
MPC Alphadale,NSW,2480,601.6,2019-04-04,-34.321286,146.126007,No,,N/A,
Mineral Resources CSI Kwinana,WA,6167,187.2,2017-06-29,-32.232226,115.838625,No,,N/A,
Mineral Resources PIHA,WA,6167,187.2,2018-03-13,-32.230975,115.832429,No,,N/A,
MRLBarrington,WA,6163,187.2,2017-06-29,-32.116317,115.809075,No,,N/A,
Mt Derrimut Rd Derrimut,VIC,3026,432.3,2018-09-17,-37.806795,144.771003,No,,N/A,
Mt Gambier,SA,5290,629.0,2018-12-13,-37.828208,140.785092,No,,N/A,
Mugga Lane Solar Park,ACT,2904,12850.0,2016-12-08,-35.398088,149.149428,Yes,MLSP1,Non-Scheduled,
Aegis Aged Care Woodlake,WA,6026,185.5,2016-08-01,-31.81614,115.819673,No,,N/A,
Murray Bridge,SA,5253,981.9,2018-12-13,-35.129913,139.26571,No,,N/A,
Murray Rose No5,NSW,2127,130.5,2015-11-04,-33.844141,151.07407,No,,N/A,
Murray Valley Meats Strathfield,NSW,2136,220.5,2019-07-18,-33.895765,151.076725,No,,N/A,
Mushroom Composters,NSW,2330,244.8,2019-12-13,-32.633825,151.149964,No,,N/A,
Narangba,QLD,4504,753.8,2019-01-02,-27.185265,152.927444,No,,N/A,
Narromine Solar Farm,NSW,2821,10886.4,2018-04-30,-32.2185271,148.2520015,Yes,NASF1,Non-Scheduled,
National Ceramics Rutherford,NSW,2320,1000.0,2020-01-16,-32.717853,151.502744,No,,N/A,
Natures Organics,VIC,3156,1299.5,2018-02-22,-37.894317,145.29815,No,,N/A,
NAWMALFG,SA,5114,1270.0,2017-10-03,-34.738162,138.635713,No,,N/A,
NB Wandiligong,VIC,3744,179.1,2019-07-16,-32.020848,115.937754,No,,N/A,
NBV Rowlands Flat,SA,5352,157.9,2018-12-06,-34.57983,138.931888,No,,N/A,
NEM Group Idalia,QLD,4811,192.4,2019-11-15,-19.341461,146.837599,No,,N/A,
Nerang Administration Centre,QLD,4211,262.8,2019-08-07,-27.982882,153.312648,No,,N/A,
Nerang Library Solar,QLD,4211,168.6,2019-02-28,-27.991308,153.335588,No,,N/A,
Nevertire Solar Farm,NSW,2826,131847.3,2019-11-06,-31.821524,147.703544,Yes,NEVERSF1,Semi-Scheduled,
Newbridge Solar Plant,VIC,3551,690.0,2018-08-27,-36.752567,143.915918,No,,N/A,
Newhaven College,VIC,3922,243.2,2017-06-01,-38.48737,145.269109,No,,N/A,
Aegis Aged Care Shoalwater,WA,6169,180.2,2016-12-14,-32.532073,115.761322,No,,N/A,
NEXTDC M1,VIC,3207,401.6,2016-06-15,-37.821954,144.932155,No,,N/A,
Ngukurr Solar Power Station,NT,0852,409.3,2019-02-06,-14.731266,134.742137,No,,N/A,
Nine Mile Fresh Tynong Solar,VIC,3813,1140.0,2019-07-11,-38.084034,145.620371,No,,N/A,
Nishi,ACT,2601,402.2,2014-05-28,-35.28496,149.122847,No,,N/A,
NLSC North Lakes,QLD,4509,362.7,2019-05-24,-33.830496,151.047753,No,,N/A,
Noosa Village,QLD,4566,250.8,2018-12-10,-26.400981,153.064939,No,,N/A,
Normanton Solar Farm,QLD,4890,4960.0,2017-11-15,-17.681152,141.049308,No,,N/A,
Newtown Toyota Forward St,WA,6106,179.8,2021-01-06,-31.993606,115.917527,No,,N/A,
Corpus,WA,6150,168.0,2016-11-30,-32.057121,115.842666,No,,N/A,
CSM STATION,WA,6167,167.4,2019-06-21,-32.227531,115.824806,No,,N/A,
Northern WWTP Ground Mount,QLD,4870,691.0,2021-01-22,-16.871311,145.740717,No,,N/A,
IGA Bertram,WA,6167,167.4,2018-06-25,-32.2463357,115.8445804,No,,N/A,
Rhinland Cold Storage,WA,6054,165.7,2019-11-13,-31.902547,115.930731,No,,N/A,
601 Forrest South,WA,6208,152.7,2019-12-12,-32.685687,115.778056,No,,N/A,
Numurkah Solar Farm,VIC,3636,122050.5,2019-05-10,-36.159169,145.473916,Yes,NUMURSF1,Semi-Scheduled,
Numurkah Solar Farm,VIC,3636,5980.0,2018-08-14,-36.160423,145.477988,Yes,NUMURSF1,Semi-Scheduled,
Numurkah Solar Project,VIC,3636,8385.1,2020-06-18,-36.045824,145.452263,No,,N/A,
Numurkah Solar Project No 2,VIC,3636,8274.6,2021-02-08,-36.065182,145.445369,Yes,NUMURSF2,Semi-Scheduled,
NuPure Frasers Horsley Park No1,NSW,2175,1519.6,2020-06-19,-33.830738,150.82097,No,,N/A,
Nyirripi Solar Power Station,NT,0872,201.0,2018-02-01,-22.64858,130.571052,No,,N/A,
